"PERIODO","ESTU_TIPODOCUMENTO","ESTU_CONSECUTIVO","COLE_AREA_UBICACION","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_ESTABLECIMIENTO","COLE_DEPTO_UBICACION","COLE_GENERO","COLE_JORNADA","COLE_NATURALEZA","ESTU_GENERO","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONMADRE","FAMI_EDUCACIONPADRE","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_TIENEAUTOMOVIL","FAMI_TIENECOMPUTADOR","FAMI_TIENEINTERNET","FAMI_TIENELAVADORA","PUNT_INGLES","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_LECTURA_CRITICA","PUNT_GLOBAL"
"20211","TI","SB11202110003721","URBANO","S","ACADÉMICO","368276000478","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","88","78","66","67","74","363"
"20211","TI","SB11202110000933","URBANO","N",,"305631000121","ANTIOQUIA","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional incompleta","Secundaria (Bachillerato) completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","64","67","66","66","335"
"20211","CC","SB11202110001758","RURAL","S","ACADÉMICO","425126800038","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M",,"Postgrado","Postgrado","Estrato 4",,,,"Si",,"73","65","60","59","65","315"
"20211","TI","SB11202110020397","URBANO","S","ACADÉMICO","311848002424","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Dos","Postgrado","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","78","78","63","64","68","345"
"20211","TI","SB11202110006834","URBANO","N","ACADÉMICO","376001031031","VALLE","MIXTO","NOCHE","NO OFICIAL","M","Cinco",,,,"5 a 6","No","Si",,"Si","37","45","45","51","49","233"
"20211","TI","SB11202110000456","URBANO","S","TÉCNICO/ACADÉMICO","311001019568","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","5 a 6","Si","Si","Si","Si","83","64","67","61","68","332"
"20211","CC","SB11202110064822","URBANO","N","ACADÉMICO","352001005239","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","62","71","61","68","68","333"
"20211","TI","SB11202110020459","URBANO","S","ACADÉMICO","311848000693","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","76","62","58","59","64","310"
"20211","CC","SB11202110009641","URBANO","S","ACADÉMICO","308001073952","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 3","3 a 4","Si","Si","Si","Si","84","75","61","63","63","335"
"20211","TI","SB11202110005498","URBANO","S","ACADÉMICO","311769003342","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","100","81","78","78","78","402"
"20211","TI","SB11202110015540","RURAL","N","ACADÉMICO","305001010781","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","78","72","65","75","68","353"
"20211","CC","SB11202110064724","URBANO",,,"366001007518","RISARALDA","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Educación profesional incompleta","Educación profesional completa","Estrato 4","1 a 2","No","Si","Si","Si","64","46","51","46","54","252"
"20211","TI","SB11202110000897","URBANO","N","TÉCNICO/ACADÉMICO","376111002568","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Primaria incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","38","48","35","40","49","213"
"20211","TI","SB11202110004515","URBANO","N","ACADÉMICO","308001074771","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","86","73","58","66","65","335"
"20211","TI","SB11202110001568","URBANO","N","ACADÉMICO","352001000903","NARIÑO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","70","71","54","63","67","321"
"20211","TI","SB11202110007683","URBANO","N","ACADÉMICO","376001001868","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","100","55","64","56","64","314"
"20211","TI","SB11202110012556","URBANO","N","ACADÉMICO","352001004135","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Secundaria (Bachillerato) incompleta","Estrato 1","1 a 2","No","Si","Si","No","59","47","37","42","42","217"
"20211","CC","SB11202110007050","URBANO","N","ACADÉMICO","376001031031","VALLE","MIXTO","NOCHE","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 6","3 a 4","No","Si","Si","Si","47","46","46","37","47","221"
"20211","TI","SB11202110006450","URBANO","S","ACADÉMICO","313001005748","BOLIVAR","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa",,"5 a 6","Si","Si","Si","Si","89","79","74","78","100","416"
"20211","TI","SB11202110011875","URBANO","N","TÉCNICO","376001028219","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos",,,,"3 a 4","Si","Si",,"Si","53","63","50","49","55","271"
"20211","CC","SB11202110030096","URBANO","N","ACADÉMICO","376001009168","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres",,"Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","78","67","65","61","69","332"
"20211","TI","SB11202110015546","RURAL","N","ACADÉMICO","425175000756","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Secundaria (Bachillerato) incompleta","Estrato 5","5 a 6","Si","Si","Si","Si","79","66","69","66","67","340"
"20211","TI","SB11202110003968","URBANO","N","ACADÉMICO","376001001116","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Educación profesional completa","Estrato 4","1 a 2","Si","Si","Si","Si","87","58","60","56","70","315"
"20211","TI","SB11202110036019","URBANO","N","TÉCNICO","376892000026","VALLE","MIXTO","UNICA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","70","67","60","64","63","320"
"20211","TI","SB11202110004117","URBANO","S","ACADÉMICO","313001003931","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","100","100","75","71","76","410"
"20211","CC","SB11202110006254","RURAL","N","ACADÉMICO","425377000529","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","82","78","68","74","74","371"
"20211","CC","SB11202110027487","URBANO","S","ACADÉMICO","311769003474","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","87","61","52","64","59","306"
"20211","TI","SB11202110001373","URBANO","N","TÉCNICO/ACADÉMICO","352001004658","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","No","No","Si","No","67","75","67","66","74","351"
"20211","TI","SB11202110014309","URBANO","N","ACADÉMICO","376520000089","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","48","55","58","51","51","267"
"20211","TI","SB11202110012616","URBANO","N","ACADÉMICO","352001004135","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 3","3 a 4","Si","Si","Si","Si","57","54","55","54","55","273"
"20211","CC","SB11202110064945","URBANO","N","ACADÉMICO","368001000087","SANTANDER","MIXTO","TARDE","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","No","Si","Si","Si","41","44","35","36","42","197"
"20211","TI","SB11202110009334","RURAL",,"ACADÉMICO","425126800020","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional incompleta","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","82","63","57","65","61","315"
"20211","TI","SB11202110002767","URBANO","N","ACADÉMICO","319001000434","CAUCA","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 3","3 a 4","Si","Si","Si","Si","83","77","66","77","80","378"
"20211","CC","SB11202110002464","URBANO","S","ACADÉMICO","376001001221","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","100","81","80","67","75","388"
"20211","TI","SB11202110001222","URBANO","N","ACADÉMICO","376001002376","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 3","3 a 4","Si","Si","Si","Si","81","76","75","69","69","365"
"20211","TI","SB11202110014219","URBANO","N","TÉCNICO","376520005145","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Cinco","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Estrato 2","5 a 6","No","Si","Si","Si","57","51","58","51","55","270"
"20211","TI","SB11202110002979","URBANO",,"TÉCNICO","376001042165","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro",,,,"5 a 6","No","Si",,"Si","50","42","42","40","55","226"
"20211","TI","SB11202110021999","URBANO","N","ACADÉMICO","311848000812","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Uno","Postgrado","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","83","65","62","67","69","335"
"20211","CC","SB11202110014163","RURAL","S","ACADÉMICO","425175032328","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","No Aplica","Estrato 6","3 a 4","Si","Si","Si","Si","83","64","49","58","55","293"
"20211","TI","SB11202110035683","URBANO","N","ACADÉMICO","376001003461","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","70","73","73","71","72","360"
"20211","TI","SB11202110014724","URBANO","N","TÉCNICO","376001002066","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","No sabe","Estrato 3","3 a 4","Si","Si","Si","Si","44","56","34","33","52","219"
"20211","TI","SB11202110060544","URBANO","N","ACADÉMICO","319001001180","CAUCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","56","74","44","58","69","304"
"20211","TI","SB11202110005697","URBANO",,"ACADÉMICO","305001019681","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","No sabe","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","82","61","58","55","59","300"
"20211","TI","SB11202110063892","URBANO","N","ACADÉMICO","354001012211","NORTE SANTANDER","MIXTO","SABATINA","NO OFICIAL","F","Dos","Primaria incompleta","Secundaria (Bachillerato) completa","Estrato 2","5 a 6","No","No","Si","No","51","52","56","52","58","271"
"20211","TI","SB11202110000406","RURAL","N","ACADÉMICO","411769000101","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","83","67","71","57","70","338"
"20211","TI","SB11202110000088","URBANO","N","ACADÉMICO","319001002895","CAUCA","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","82","66","61","73","71","344"
"20211","CC","SB11202110064848","URBANO","N","ACADÉMICO","311001109419","BOGOTÁ","MIXTO","TARDE","NO OFICIAL","F","Uno","Primaria completa","Primaria completa","Estrato 1","3 a 4","No","Si","Si","Si","29","38","37","35","25","167"
"20211","TI","SB11202110064066","URBANO","N","ACADÉMICO","354001011246","NORTE SANTANDER","MIXTO","SABATINA","NO OFICIAL","M",,,,,,,,,,"38","39","46","37","52","215"
"20211","TI","SB11202110001171","URBANO",,"ACADÉMICO","308573074909","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","79","71","59","73","71","347"
"20211","TI","SB11202110035465","URBANO",,"ACADÉMICO","376001041761","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 4","1 a 2","No","Si","Si","Si","54","56","43","47","55","253"
"20211","TI","SB11202110003969","URBANO","S","ACADÉMICO","311001107513","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","No sabe","Secundaria (Bachillerato) incompleta","Estrato 5","3 a 4","Si","Si","Si","Si","86","65","59","62","65","323"
"20211","TI","SB11202110003581","RURAL","S","ACADÉMICO","425175032674","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","5 a 6","Si","Si","Si","Si","85","77","73","70","66","363"
"20211","TI","SB11202110002371","URBANO","S","ACADÉMICO","311001087288","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional incompleta","Estrato 5","3 a 4","Si","Si","Si","Si","80","72","100","63","72","385"
"20211","TI","SB11202110017309","URBANO","N","ACADÉMICO","519001000002","CAUCA","MIXTO","TARDE","NO OFICIAL","F","Seis o mas","No sabe","No sabe","Estrato 3","5 a 6","Si","Si","Si","Si","24","34","36","31","43","175"
"20211","TI","SB11202110014834","URBANO","N","ACADÉMICO","308573074895","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Educación profesional completa","Estrato 4","5 a 6","Si","Si","Si","Si","84","100","78","77","79","418"
"20211","TI","SB11202110007579","URBANO",,"ACADÉMICO","466001006826","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","67","48","48","52","51","255"
"20211","TI","SB11202110013696","URBANO","N","ACADÉMICO","376892000034","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Técnica o tecnológica completa","Educación profesional incompleta","Estrato 2","3 a 4","No","Si","Si","Si","78","69","76","70","70","359"
"20211","CC","SB11202110040329","URBANO",,,"311001800308","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 3","5 a 6","Si","Si","Si","Si","50","46","36","45","45","218"
"20211","TI","SB11202110009674","URBANO","N","ACADÉMICO","376111000921","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","64","32","38","56","58","237"
"20211","TI","SB11202110008582","RURAL","N","ACADÉMICO","313836000623","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","M",,,,,,,,,,"77","58","61","62","64","312"
"20211","TI","SB11202110015404","URBANO","N","ACADÉMICO","376520000143","VALLE","FEMENINO","MAÑANA","NO OFICIAL","M","Dos","Técnica o tecnológica completa","Educación profesional completa","Estrato 3","1 a 2","Si","Si","Si","Si","80","76","70","69","77","368"
"20211","TI","SB11202110000397","RURAL","N","ACADÉMICO","411769000101","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","No sabe","Estrato 4","5 a 6","Si","Si","Si","Si","81","63","71","64","75","346"
"20211","TI","SB11202110000722","URBANO","S","TÉCNICO/ACADÉMICO","311001019568","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","100","81","74","75","74","389"
"20211","CC","SB11202110065328","URBANO",,"NO APLICA","376113001011","VALLE","MIXTO","SABATINA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) incompleta","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","39","35","47","48","44","216"
"20211","TI","SB11202110015220","URBANO","N","ACADÉMICO","376892000034","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","No sabe","No sabe","Estrato 3","3 a 4","Si","Si","Si","Si","100","66","65","67","69","347"
"20211","TI","SB11202110004037","URBANO","S","ACADÉMICO","313001003931","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","5 a 6","Si","Si","Si","Si","100","66","67","58","62","330"
"20211","TI","SB11202110008351","URBANO","N","ACADÉMICO","368001000516","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","86","77","81","63","72","371"
"20211","TI","SB11202110012624","URBANO","N","ACADÉMICO","352001004135","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","64","64","70","64","67","330"
"20211","TI","SB11202110006915","URBANO","N","ACADÉMICO","376001001388","VALLE","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","68","62","64","64","61","316"
"20211","TI","SB11202110023897","URBANO","N","ACADÉMICO","376111000271","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Postgrado","Educación profesional completa","Estrato 2","5 a 6","Si","Si","Si","Si","61","53","57","53","53","273"
"20211","TI","SB11202110011564","RURAL","S","ACADÉMICO","305001003688","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","82","58","57","53","65","300"
"20211","TI","SB11202110018150","URBANO","S","ACADÉMICO","311848002351","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","89","74","76","100","76","410"
"20211","TI","SB11202110038354","URBANO",,"NO APLICA","376248000996","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Técnica o tecnológica incompleta","Secundaria (Bachillerato) completa",,"3 a 4","No","No","Si","Si","56","57","63","57","54","288"
"20211","TI","SB11202110012283","URBANO","N","TÉCNICO/ACADÉMICO","376111002673","VALLE","MIXTO","COMPLETA","NO OFICIAL","M",,"Educación profesional completa","No sabe","Estrato 2",,,,"Si",,"68","47","53","45","52","253"
"20211","TI","SB11202110012817","URBANO","N","ACADÉMICO","376147000103","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Educación profesional incompleta","Educación profesional completa","Estrato 5","1 a 2","Si","Si","Si","Si","87","62","63","60","64","321"
"20211","TI","SB11202110016141","URBANO","N","ACADÉMICO","376001031007","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Técnica o tecnológica incompleta","Primaria incompleta","Estrato 4","1 a 2","Si","Si","Si","Si","41","34","33","39","32","175"
"20211","TI","SB11202110064008","URBANO","N","TÉCNICO/ACADÉMICO","311001106177","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","M","Tres",,,,"5 a 6","No","Si",,"Si","40","44","43","39","46","214"
"20211","TI","SB11202110004790","URBANO","N","ACADÉMICO","317001001896","CALDAS","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","80","77","73","77","75","379"
"20211","CE","SB11202110015180","URBANO","N","ACADÉMICO","411769000895","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","67","63","60","60","67","314"
"20211","TI","SB11202110008219","URBANO","N","ACADÉMICO","376001001116","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","67","67","72","76","357"
"20211","TI","SB11202110065701","URBANO","N","ACADÉMICO","317001007207","CALDAS","MIXTO","SABATINA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","No","Si","Si","Si","55","60","56","55","58","285"
"20211","TI","SB11202110012769","URBANO","S","ACADÉMICO","308001000882","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","84","68","55","69","63","327"
"20211","TI","SB11202110022631","RURAL","N","ACADÉMICO","311001002347","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","No sabe","Estrato 4","3 a 4","Si","Si","Si","Si","78","61","66","66","69","332"
"20211","TI","SB11202110056529","URBANO",,"ACADÉMICO","376520006141","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 2","3 a 4","No","Si","Si","Si","44","51","51","48","47","244"
"20211","TI","SB11202110002183","URBANO","N","ACADÉMICO","311848000341","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","100","74","77","70","75","380"
"20211","TI","SB11202110023470","URBANO","N","ACADÉMICO","376520000186","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","No sabe","No sabe","Estrato 3","3 a 4","Si","Si","Si","Si","50","57","43","50","54","255"
"20211","TI","SB11202110033320","URBANO","N","ACADÉMICO","376001002074","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 5","5 a 6","Si","Si","Si","Si","70","44","47","46","53","246"
"20211","TI","SB11202110003587","RURAL","S","ACADÉMICO","425175032674","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","80","56","53","52","52","277"
"20211","TI","SB11202110064476","URBANO","N","ACADÉMICO","311001051631","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","No","Si","Si","Si","84","65","55","60","71","322"
"20211","TI","SB11202110007048","URBANO","S","ACADÉMICO","311001042667","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional incompleta","Técnica o tecnológica incompleta","Estrato 3","1 a 2","Si","Si","Si","Si","81","71","64","63","71","342"
"20211","TI","SB11202110001648","URBANO",,"ACADÉMICO","308573074909","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","No sabe","No sabe","Estrato 5","5 a 6","Si","Si","Si","Si","71","64","57","61","61","308"
"20211","TI","SB11202110007443","URBANO","S","ACADÉMICO","311769000165","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","85","76","71","73","69","366"
"20211","TI","SB11202110008492","URBANO","S","ACADÉMICO","311769001781","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","100","76","76","68","80","385"
"20211","CC","SB11202110016914","RURAL","N","ACADÉMICO","425175000756","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Cinco","Postgrado","Postgrado","Estrato 4","7 a 8","Si","Si","Si","Si","68","53","51","53","52","267"
"20211","TI","SB11202110013181","URBANO","N","TÉCNICO","376001007009","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Secundaria (Bachillerato) incompleta","Estrato 3","1 a 2","No","Si","Si","Si","56","38","32","46","44","206"
"20211","TI","SB11202110008173","URBANO","N","ACADÉMICO","376001001116","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional incompleta","Técnica o tecnológica completa","Estrato 4","3 a 4","No","Si","Si","Si","80","72","78","100","100","435"
"20211","TI","SB11202110015316","RURAL","S","ACADÉMICO","325175000549","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","73","66","65","66","343"
"20211","TI","SB11202110002423","URBANO","S","ACADÉMICO","447001004284","MAGDALENA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa","Estrato 6","1 a 2","Si","Si","Si","Si","89","73","73","76","76","378"
"20211","TI","SB11202110007076","URBANO","N","ACADÉMICO","311001045160","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","78","71","57","58","64","318"
"20211","TI","SB11202110002024","URBANO","N","ACADÉMICO","352001000903","NARIÑO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","No sabe","No sabe","Estrato 3","5 a 6","Si","Si","Si","Si","87","71","77","73","70","369"
"20211","CC","SB11202110064779","URBANO","N","TÉCNICO/ACADÉMICO","125513001069","CUNDINAMARCA","MIXTO","SABATINA","OFICIAL","M","Dos","Primaria incompleta","Primaria incompleta","Estrato 2","5 a 6","Si","No","No","Si","25","40","40","43","50","209"
"20211","TI","SB11202110065524","URBANO",,"ACADÉMICO","341001061028","HUILA","MIXTO","SABATINA","NO OFICIAL","M","Uno","Educación profesional completa","Postgrado","Estrato 3","1 a 2","No","Si","Si","Si","42","52","50","52","43","243"
"20211","TI","SB11202110011419","URBANO","N","ACADÉMICO","376001009176","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","79","67","42","32","58","260"
"20211","CC","SB11202110007100","URBANO","S","ACADÉMICO","376001002121","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cinco","Educación profesional incompleta","No sabe","Estrato 4","5 a 6","Si","Si","Si","Si","80","54","56","58","51","283"
"20211","TI","SB11202110008076","URBANO",,"ACADÉMICO","347001051105","MAGDALENA","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Postgrado","Estrato 2","5 a 6","Si","Si","Si","Si","100","76","79","71","75","386"
"20211","TI","SB11202110012195","URBANO","N","TÉCNICO","376001002066","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cinco","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","No","Si","Si","Si","56","39","40","40","47","213"
"20211","TI","SB11202110012570","URBANO","N","ACADÉMICO","352001004135","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Cinco","Secundaria (Bachillerato) completa","Primaria completa","Estrato 1","5 a 6","Si","Si","Si","Si","43","45","34","40","37","197"
